iterations,mean reward,std reward
0,-10.346592977773978,3.325566987681875
1,-11.668985501069074,10.92937097380508
2,-5.767857797512606,2.6787748637347155
3,-4.817447522685778,1.7538441670969507
4,-4.429845200945942,1.889151580188391
